username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
Seb_Sibille,Personnel de direction dans l'académie de Montpellier,"Bédarieux, France",49,49,670,2016-04-17 20:58:20,2021-01-13 12:31:16,1,"Point #Covid_19 
Au 4 janvier 2021, le taux d'incidence en @GrandOrb était en légère baisse par rapport à la semaine précédente. Continuons nos efforts pour rester dans cette dynamique. #incidence #prenezsoindevous https://t.co/WjxSIedyHj","[{'text': 'Covid_19', 'indices': [20, 29]}]"
Aime_Catherine,#jemeferaivacciner,"Ile-de-France, France",119,102,6942,2015-03-25 09:27:21,2021-01-13 12:30:55,34,"🗣L’application #TousAntiCovid permet quotidiennement de :

✔️Suivre l’évolution de l’épidémie #COVID19 
✔️Se signaler si vous est contaminé 

Et maintenant de suivre l’évolution de la campagne de #vaccination  

Installez-la vous aussi : 
https://t.co/Fp4Dweg7ES https://t.co/wIUalMtZQI","[{'text': 'TousAntiCovid', 'indices': [35, 49]}, {'text': 'COVID19', 'indices': [114, 122]}]"
JDrake45902915,Quidam quelconque qui ne cherche qu’à comprendre son époque......La recherche de la Vérité dans un océan de mensonges.,,52,159,3027,2017-10-19 13:09:11,2021-01-13 12:30:55,122,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [52, 55]}, {'text': 'passeport', 'indices': [59, 69]}]"
IncFlam,Rassuriste assumé et fier de l'être !,,61,44,10210,2019-03-13 06:16:02,2021-01-13 12:30:52,122,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [52, 55]}, {'text': 'passeport', 'indices': [59, 69]}]"
Kenshaay2,"(@KenshayY) 9️⃣9️⃣9️⃣
🏴‍☠️One Piece | SnK | Haikyuu 🏐",,380,26,2852,2020-01-25 12:28:26,2021-01-13 12:30:38,6,Les CDF s'engagent pour la #vaccination contre la #COVID19. Ils ont interpellé le Premier ministre et le ministère des Solidarités et de la Santé pour participer à l’effort de vaccination et obtenir rapidement une immunité collective.👉 https://t.co/NfWA12819G https://t.co/RFppMVwYab,"[{'text': 'vaccination', 'indices': [39, 51]}, {'text': 'COVID19', 'indices': [62, 70]}]"
annjo31,"maman comblée, basketteuse retraitée ! petite informaticienne ;-)",Toulouse,174,53,730,2013-03-12 13:44:18,2021-01-13 12:30:30,2,"📢NEWS📢Accélération de la vaccination anti-Covid19 : l’Etat met la solution de prise de RDV @Maiia à disposition des centres de vaccination et centres hospitaliers👉 https://t.co/L1vmVry16i 

#covid19 #vaccination #Maiia #Esanté https://t.co/2YzXOiOKww",[]
Awex_Afrique,Exporter en Afrique depuis la #Wallonie_zone Afrique de l'@Awex_Belgium,Wallonie-Belgique,262,403,1350,2014-10-31 17:36:15,2021-01-13 12:30:29,0,Vous souhaitez être informé sur l'évolution de l'épidémie en #Tunisie? Voici les dernières mises à jour sur le pays (13/01/2021) #COVID_19 @AWEX_Belgium @KempeneersM @PDELCOMMINETTE  https://t.co/DPpJK8aPgA,"[{'text': 'Tunisie', 'indices': [61, 69]}, {'text': 'COVID_19', 'indices': [129, 138]}]"
MelkiRish,Melki Rish est un auteur reconnu au Québec et en France. Il est consultant en développement spirituel et l'auteur du livre : « La Main de l’Ange »,Canada,1860,1102,7816,2011-10-24 20:24:24,2021-01-13 12:30:25,42,"La gestion du #Covid_19, un immense succès politique:
- Tout est interdit sauf ce qui est permis, comme en dictature
- L’incohérence et l’arbitraire sont le message
- La France secteur du public domine celle du privé
«Y a-t-il une intention dictatoriale?»
https://t.co/0IyNLViBPY","[{'text': 'Covid_19', 'indices': [34, 43]}]"
CatherineSebaux,"Collaboratrice parlementaire de @celinecalvez sur la circo 9205 @ClichyEnMarche @EM_Levallois 
#laRepubliqueEnMarche
#écologie 
#condition #animale🐾","Levallois, Boulogne-sur-Mer",62,519,14788,2017-02-04 10:35:24,2021-01-13 12:30:18,13,"Suite à un échange hier avec @Prefet92, le dossier du centre de #vaccination de @villelevallois, incomplet jusqu’à hier soir, n’a pas pu être pris en compte pour la 1e vague. 

Prometteur, ce dossier sera étudié pour la prochaine vague, qui aura lieu dans quelques jours. https://t.co/TPnegwjSVz","[{'text': 'vaccination', 'indices': [82, 94]}]"
NtihaboseO,"Patriote épris de Paix & Justice, Citoyen s'intéressant à la vie du Pays dans tous ses aspects. Proud to be Burundian.",Burundi,1370,3439,77549,2015-07-24 20:54:51,2021-01-13 12:30:10,2,#Burundi #Coronavirus La mesure prise par la @mairiebuja pour port obligatoire de masque est respecté! Des agents sont en place à chaque entrée pour rappeler aux visiteurs les mesures barrière au #Covid_19. https://t.co/yMQ4AiS3DK,"[{'text': 'Burundi', 'indices': [17, 25]}, {'text': 'Coronavirus', 'indices': [26, 38]}]"
SachaHalphen,🗣Porte-parole et Conseiller National des @JeunesMacron en charge des relations extérieures | Élu à #Levallois,"Levallois-Perret, France",2210,3383,2102,2017-10-17 08:56:54,2021-01-13 12:30:05,12,"La campagne de #vaccination entre dans une nouvelle phase, avec la vaccination des personnes âgées de + de 75 ans. 
➡️ 12 centres de vaccination ambulatoires vont ouvrir dès le 18 janvier dans les #HautsDeSeine, dont un à #Clichy. 

D’autres villes en accueilleront bientôt ! https://t.co/kHiYjbRDIU","[{'text': 'vaccination', 'indices': [33, 45]}]"
fayzaby,,France,277,249,63739,2011-05-27 05:59:08,2021-01-13 12:29:47,1,Rions encore avec le @canardenchaine : le #Covid_19 et le #vaccin. https://t.co/xqpsAAUmLM,"[{'text': 'Covid_19', 'indices': [63, 72]}, {'text': 'vaccin', 'indices': [79, 86]}]"
cris6043,"cool, marrant, aimant toute la musique, célibataire...:-)","Belgique, Belgium, Belgio.",235,228,7784,2011-03-14 13:59:35,2021-01-13 12:29:35,122,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [52, 55]}, {'text': 'passeport', 'indices': [59, 69]}]"
PorteTonEspoir,2007 Compte Facebook Partie 2009 Compte Twitter Sur le départ 2020 Compte Parler Arrivée,,1516,1676,61565,2009-09-27 11:45:06,2021-01-13 12:29:32,50,"Contrairement à ce qu’avait annoncé Olivier Véran, il n’y aura pas de prise de rendez-vous #vaccination sur TousAntiCovid, faute de maîtrise technique

Quelle incroyable surprise... https://t.co/BpgP6xfIsI","[{'text': 'vaccination', 'indices': [105, 117]}]"
Pivoine51360182,,,213,46,1941,2020-01-20 13:36:50,2021-01-13 12:29:07,16,Des nouvelles de Mauricette ? #vaccination,"[{'text': 'vaccination', 'indices': [42, 54]}]"
Peronelle1,"Pérorer ou twitter, il faut choisir",Paris,147,121,4378,2011-10-19 15:07:36,2021-01-13 12:29:03,83,"La France ""préfère"" un certificat de #vaccination ou QRcode pour voyager au lieu du passeport d'immunité.
Le même #QRcode proposé par CédricO sur #TousAntiCovid?Ou le #CommonPass du WorldEconomicForum prônant le #GreatReset? Et on nous disait complotistes.
https://t.co/RY14E4IKGW https://t.co/0dMS2EPx4u","[{'text': 'vaccination', 'indices': [53, 65]}, {'text': 'QRcode', 'indices': [130, 137]}]"
FredericMONCHY,Conseiller de Prévention au SDIS 62 #GESCRIS #CHSCT - Président du SNSPP-PATS - Représentant du personnel,derriere mon clavier,824,734,11310,2013-09-19 11:50:56,2021-01-13 12:28:44,5,"Avis intéressant d'une psychologue clinicienne spécialisée en psychopathologie du travail sur les effets du #télétravail ""forcé"" sur les travailleurs en période de #Covid_19. https://t.co/FQ529kln7X","[{'text': 'télétravail', 'indices': [123, 135]}]"
nemse__ssk,🇵🇸 vaincra 🤲🏼🕋dessinatrice a mes heures perdues...,Suna,180,123,4010,2020-05-28 22:44:22,2021-01-13 12:28:30,27157,🔴 URGENT - TOUS LES ÉTABLISSEMENTS SCOLAIRES FERMÉS EN FRANCE À PARTIR DE LUNDI JUSQU'À NOUVEL ORDRE. #Covid_19 #macron20h,"[{'text': 'Covid_19', 'indices': [118, 127]}, {'text': 'macron20h', 'indices': [128, 138]}]"
mlachere,,France,180,9,2912,2011-03-29 22:29:57,2021-01-13 12:28:20,54,"#vaccination des #soignants : 
Pour @ufmlcommunaute il est necessaire, indispensable et urgent de vacciner TOUS les soignants au contact du #COVID19 quelquesoit leur age.
Face à une 3eme vague qui s’annonce, et, aux #variantanglais tous les soignants doivent exercer sans risque.","[{'text': 'vaccination', 'indices': [17, 29]}, {'text': 'soignants', 'indices': [34, 44]}]"
SachaHalphen,🗣Porte-parole et Conseiller National des @JeunesMacron en charge des relations extérieures | Élu à #Levallois,"Levallois-Perret, France",2210,3383,2102,2017-10-17 08:56:54,2021-01-13 12:28:11,13,"Suite à un échange hier avec @Prefet92, le dossier du centre de #vaccination de @villelevallois, incomplet jusqu’à hier soir, n’a pas pu être pris en compte pour la 1e vague. 

Prometteur, ce dossier sera étudié pour la prochaine vague, qui aura lieu dans quelques jours. https://t.co/TPnegwjSVz","[{'text': 'vaccination', 'indices': [82, 94]}]"
Phmo91,,,96,46,10595,2020-03-02 20:32:30,2021-01-13 12:28:05,6,Premiers chiffres sur le bénéfice immédiat de la 1ère injection du vaccin #PfizerBioNTech ⤵️ #Covid_19 https://t.co/8W3oTwj4cB,"[{'text': 'PfizerBioNTech', 'indices': [89, 104]}, {'text': 'Covid_19', 'indices': [108, 117]}]"
KamkamLerouge,"La liberté des uns s'arrête là où commence celle des autres
#TeamPatriotes 
#UniondesPatriotes","Nouvelle-Aquitaine, France",1275,1424,42692,2018-02-20 14:03:00,2021-01-13 12:27:55,97,"#Vaccin #Veran #Macron 
« On les aura, ces connards » : l'élégance avec laquelle le Président Macron a manifesté son soutien à Véran :
- Bon LES CONNARDS c'est quoi ce bordel ... allez colonne par un et direction la #vaccination ! https://t.co/BNvkT9DGDS","[{'text': 'Vaccin', 'indices': [14, 21]}, {'text': 'Veran', 'indices': [22, 28]}, {'text': 'Macron', 'indices': [29, 36]}]"
DjoDbz,Déteste la pensée unique.Vis sans TV. Covid19 une aubaine pour le Nouvel Ordre Mondial. #Antimondialisation #Fakenewsmedia #RIC #Complotiste #Frexit #GiletJaune,Poitou,458,90,6696,2018-08-21 13:42:49,2021-01-13 12:27:54,122,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [52, 55]}, {'text': 'passeport', 'indices': [59, 69]}]"
CassarJJ,Directeur d'école en retraite. Bloqué par le ''journaliste'' @T_Bouhafs et @Davduf.,Paris,195,168,36782,2012-03-19 10:48:52,2021-01-13 12:27:50,45,"Le cirque des guignols 🤡 #PS/#EÉLV à Marseille continue

Cacophonie au moindre souci, mesures anti-#COVID19 ou #vaccination.
Les mêmes élus locaux qui prétendent donner des leçons au Gouv…

De quoi vacciner tous les Français de toute ""union de la gauche""
https://t.co/WXgpbIKDDM","[{'text': 'PS', 'indices': [39, 42]}, {'text': 'EÉLV', 'indices': [43, 48]}, {'text': 'COVID19', 'indices': [113, 121]}, {'text': 'vaccination', 'indices': [125, 137]}]"
FrancoisBncx,#StandWithScience🤡,Lugdunum,1062,903,19269,2019-09-30 13:37:17,2021-01-13 12:27:41,122,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [52, 55]}, {'text': 'passeport', 'indices': [59, 69]}]"
tofetsameute,,,2161,675,73753,2014-07-01 21:56:56,2021-01-13 12:27:33,122,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [52, 55]}, {'text': 'passeport', 'indices': [59, 69]}]"
tonimiz804,"Un jour, j'irai vivre en Théorie parce qu'en Théorie tout se passe  bien !",,1527,719,65814,2015-11-14 20:01:29,2021-01-13 12:27:30,97,"#Vaccin #Veran #Macron 
« On les aura, ces connards » : l'élégance avec laquelle le Président Macron a manifesté son soutien à Véran :
- Bon LES CONNARDS c'est quoi ce bordel ... allez colonne par un et direction la #vaccination ! https://t.co/BNvkT9DGDS","[{'text': 'Vaccin', 'indices': [14, 21]}, {'text': 'Veran', 'indices': [22, 28]}, {'text': 'Macron', 'indices': [29, 36]}]"
TorquetJ,,,1825,1307,334450,2015-12-23 19:32:49,2021-01-13 12:27:24,16,"#Covid19 #vaccination : le gouvernement a un problème de communication et de logistique. Pour vacciner la population Il faut avoir son adhésion. Nous sommes face à une question politique et sociétale, pas uniquement médicale.
#LCI https://t.co/QCEyQoxmaH","[{'text': 'Covid19', 'indices': [19, 27]}, {'text': 'vaccination', 'indices': [28, 40]}]"
CroireJosy,"Chrétienne, anti-islam, anti-vaccins, anti-LREM, anti-gauchistes, anti-féministes, pro-Trump, pro-Poutine, pro-Israel. Et si ça ne 
vous plait pas... Tant pis ?",Loin,1340,1338,18494,2020-05-14 15:09:06,2021-01-13 12:26:55,122,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [52, 55]}, {'text': 'passeport', 'indices': [59, 69]}]"
Vu57281017,,,362,119,40463,2020-09-05 08:16:50,2021-01-13 12:26:52,16,"Voilà pourquoi, sans doute, il faut se hâter lentement #vaccination https://t.co/lB7XU1WOgy","[{'text': 'vaccination', 'indices': [70, 82]}]"
CroireJosy,"Chrétienne, anti-islam, anti-vaccins, anti-LREM, anti-gauchistes, anti-féministes, pro-Trump, pro-Poutine, pro-Israel. Et si ça ne 
vous plait pas... Tant pis ?",Loin,1340,1338,18494,2020-05-14 15:09:06,2021-01-13 12:26:50,83,"La France ""préfère"" un certificat de #vaccination ou QRcode pour voyager au lieu du passeport d'immunité.
Le même #QRcode proposé par CédricO sur #TousAntiCovid?Ou le #CommonPass du WorldEconomicForum prônant le #GreatReset? Et on nous disait complotistes.
https://t.co/RY14E4IKGW https://t.co/0dMS2EPx4u","[{'text': 'vaccination', 'indices': [53, 65]}, {'text': 'QRcode', 'indices': [130, 137]}]"
clelieVG,cpte perso / partages citoyens/prospective/ networks/ impact+/boards éducation/prévention covid/ Guadeloupe born/ Indian&corsican roots/alumni ScPoParis/ writer,"Paris, France",5001,1599,14002,2011-10-24 20:21:47,2021-01-13 12:26:47,84,"#Covid_19 Lycée classe de 38 élèves . Piscine en demi-groupe. Dans ce groupe : un cas confirmé. Il me semblerait logique et plus prudent de considérer, au moins, tout le groupe piscine, cas contact. Mais non, cas contact uniquement si symptômes. @jmblanquer ?! CC @stylos_les","[{'text': 'Covid_19', 'indices': [17, 26]}]"
CreurerEstelle,politique - foot - patriote 🇲🇫,France,2960,3072,34603,2020-03-29 09:52:56,2021-01-13 12:26:21,83,"La France ""préfère"" un certificat de #vaccination ou QRcode pour voyager au lieu du passeport d'immunité.
Le même #QRcode proposé par CédricO sur #TousAntiCovid?Ou le #CommonPass du WorldEconomicForum prônant le #GreatReset? Et on nous disait complotistes.
https://t.co/RY14E4IKGW https://t.co/0dMS2EPx4u","[{'text': 'vaccination', 'indices': [53, 65]}, {'text': 'QRcode', 'indices': [130, 137]}]"
aiglebleue,,ile de france,459,246,20392,2013-07-18 21:13:20,2021-01-13 12:26:09,97,"#Vaccin #Veran #Macron 
« On les aura, ces connards » : l'élégance avec laquelle le Président Macron a manifesté son soutien à Véran :
- Bon LES CONNARDS c'est quoi ce bordel ... allez colonne par un et direction la #vaccination ! https://t.co/BNvkT9DGDS","[{'text': 'Vaccin', 'indices': [14, 21]}, {'text': 'Veran', 'indices': [22, 28]}, {'text': 'Macron', 'indices': [29, 36]}]"
tchemtcem,#FBPE #FPHD #FollowBackProEU #Europe #StopBrexit #Miage #Sorbonne #UDI #NoWarWithIran,Alpes-Maritimes,1431,2188,167102,2009-06-17 23:17:22,2021-01-13 12:25:55,5,Je réitère ma demande à @JeanCASTEX et à son @gouvernementFR d’accélérer la #vaccination comme à #Nancy aujourd’hui pour les plus de 75 ans dans mon #département et en particulier dans l’Agglomération Dijonnaise la où le taux d’incidence est le plus élevé.,"[{'text': 'vaccination', 'indices': [90, 102]}, {'text': 'Nancy', 'indices': [111, 117]}]"
HottonAlex,Urbaniste • Promotion Immobilière • Membre de @EM_Levallois • Co - Coordinateur @JAM_Levallois • @92enmarche • @JeunesMacron92 • @LevalloisiensE • @celinecalvez, Levallois-Perret,589,172,2525,2010-03-07 13:31:00,2021-01-13 12:25:34,13,"Suite à un échange hier avec @Prefet92, le dossier du centre de #vaccination de @villelevallois, incomplet jusqu’à hier soir, n’a pas pu être pris en compte pour la 1e vague. 

Prometteur, ce dossier sera étudié pour la prochaine vague, qui aura lieu dans quelques jours. https://t.co/TPnegwjSVz","[{'text': 'vaccination', 'indices': [82, 94]}]"
Callionymus_,😑,,669,794,21609,2017-10-19 13:01:29,2021-01-13 12:25:29,84,"#Covid_19 Lycée classe de 38 élèves . Piscine en demi-groupe. Dans ce groupe : un cas confirmé. Il me semblerait logique et plus prudent de considérer, au moins, tout le groupe piscine, cas contact. Mais non, cas contact uniquement si symptômes. @jmblanquer ?! CC @stylos_les","[{'text': 'Covid_19', 'indices': [17, 26]}]"
fbleuchampagne,"Compte officiel France Bleu Champagne-Ardenne, @radiofrance #Marne #Ardennes 95.1 Reims, 94.8 Châlons, 100.9 Ardennes, 100.8 Troyes, 103.4 Épernay, 93.6 Vitry",Reims,819,30025,14425,2010-07-12 15:37:07,2021-01-13 12:25:26,0,"Salles des fêtes, hôpitaux, clinique... La #Marne se prépare à vacciner les plus de 75 ans. Retrouvez la liste des 10 centres ouverts dès lundi dans le département. #Vaccin #vaccination 
https://t.co/57mktuCHwv https://t.co/F9wichSKrG","[{'text': 'Marne', 'indices': [43, 49]}, {'text': 'Vaccin', 'indices': [165, 172]}, {'text': 'vaccination', 'indices': [173, 185]}]"
